latitude,longitude,brightness,acq_date,confidence
23.33135,79.85819,331.09,11/18/2025,n
23.42056,80.25721,333.2,11/18/2025,n
23.40548,80.18154,335.36,11/18/2025,n
23.3965,80.1366,332.06,11/18/2025,n
25.30408,92.37473,340.5,11/18/2025,n
23.40889,80.17606,335.39,11/18/2025,n
23.40351,80.1491,328.3,11/18/2025,l
23.46121,80.41737,338.12,11/18/2025,n
23.42384,80.22861,337.45,11/18/2025,n
23.40154,80.11654,333.32,11/18/2025,n
23.35647,79.89149,329.01,11/18/2025,n
23.33181,79.76912,340.1,11/18/2025,n
23.41482,80.16057,329.42,11/18/2025,n
23.45941,80.3632,332.76,11/18/2025,n
23.43506,80.23991,340.24,11/18/2025,n
23.43418,80.23548,333.68,11/18/2025,n
23.42447,80.18645,332.39,11/18/2025,n
23.43935,80.23892,330.08,11/18/2025,n
23.4313,80.17549,341.76,11/18/2025,n
23.44967,80.24581,328.77,11/18/2025,n
23.44793,80.23694,332.03,11/18/2025,n
23.57444,80.86416,332.57,11/18/2025,n
23.45396,80.24482,336.52,11/18/2025,n
23.42658,80.10596,330.52,11/18/2025,n
23.4129,80.01389,340.14,11/18/2025,n
23.45818,80.22062,340.06,11/18/2025,n
23.445,80.15355,335.59,11/18/2025,n
20.64162,81.83675,333.04,11/18/2025,n
20.64342,81.83617,332.96,11/18/2025,n
19.02069,74.1535,331.67,11/18/2025,n
20.87333,81.93768,328.21,11/18/2025,n
20.87609,81.93692,328.5,11/18/2025,n
20.81218,81.44634,333.4,11/18/2025,n
20.8263,81.38323,327.64,11/18/2025,n
20.88105,81.41879,329.52,11/18/2025,n
20.88121,81.41937,328.62,11/18/2025,n
21.04998,81.90022,331.29,11/18/2025,l
20.73129,80.09197,329.26,11/18/2025,n
21.03334,81.04884,329.4,11/18/2025,n
21.16603,81.47353,334.88,11/18/2025,n
21.17126,81.16382,329.36,11/18/2025,n
21.09968,80.79993,331.02,11/18/2025,n
20.90966,79.71284,327.87,11/18/2025,n
21.19412,81.00766,336.07,11/18/2025,n
21.41667,82.16278,334.84,11/18/2025,n
21.73407,83.84749,334.69,11/18/2025,n
21.76755,84.01986,331.16,11/18/2025,l
21.46133,82.15909,332.32,11/18/2025,n
21.95528,84.97018,328.08,11/18/2025,n
20.2426,76.13498,332.99,11/18/2025,n
22.36616,87.30048,340,11/18/2025,n
22.37004,87.30362,332.24,11/18/2025,l
22.36947,87.2999,333.47,11/18/2025,l
21.45627,81.90163,345.74,11/18/2025,n
21.2937,81.02718,340.4,11/18/2025,n
22.37659,87.27955,335.6,11/18/2025,l
22.3799,87.27897,333.49,11/18/2025,l
21.402,81.47888,328.77,11/18/2025,n
21.45742,81.70548,328.82,11/18/2025,n
21.33548,81.01367,334.2,11/18/2025,n
21.55367,82.09048,333.19,11/18/2025,n
21.55457,82.08963,329.19,11/18/2025,n
21.34516,81.00764,329.65,11/18/2025,l
21.38873,81.1395,341,11/18/2025,n
21.51871,81.54511,338.19,11/18/2025,n
21.43326,81.05054,329.27,11/18/2025,n
21.43913,81.05812,331.93,11/18/2025,n
21.43374,80.98367,329.47,11/18/2025,n
21.46414,81.09679,340.14,11/18/2025,n
20.44243,76.13078,331.96,11/18/2025,n
21.52063,81.32668,331.24,11/18/2025,l
21.60233,81.74264,331.51,11/18/2025,n
21.60178,81.74274,332.85,11/18/2025,n
21.52141,81.32697,330.6,11/18/2025,n
21.52062,81.32289,332.85,11/18/2025,n
21.55917,81.49933,331.58,11/18/2025,n
21.61947,81.74698,328.93,11/18/2025,n
21.92063,83.35395,335.48,11/18/2025,n
21.40411,80.54797,329.49,11/18/2025,n
22.20862,84.86792,329.75,11/18/2025,l
22.20727,84.85979,334.68,11/18/2025,n
21.59989,81.46557,334.38,11/18/2025,n
21.59913,81.46159,334.15,11/18/2025,n
21.58254,81.35193,335.76,11/18/2025,n
21.59285,81.38336,331.1,11/18/2025,n
21.19974,79.38747,346.36,11/18/2025,n
21.59699,81.38247,333.67,11/18/2025,n
22.72217,87.98434,330.8,11/18/2025,l
22.0407,83.7345,355.16,11/18/2025,n
22.03992,83.73001,330.84,11/18/2025,n
22.04431,83.73375,346.94,11/18/2025,n
22.04353,83.72926,344.99,11/18/2025,n
21.65642,81.5155,333.24,11/18/2025,n
22.68392,87.5051,340.27,11/18/2025,n
22.69339,87.5457,336.6,11/18/2025,n
22.68724,87.50452,347.27,11/18/2025,n
22.69671,87.54513,335.6,11/18/2025,n
22.69503,87.5339,334.43,11/18/2025,n
21.76259,81.97276,334.16,11/18/2025,n
22.70439,87.50538,333.63,11/18/2025,n
22.65711,87.1917,328.36,11/18/2025,l
21.64074,81.31532,328.8,11/18/2025,n
21.71507,81.67917,333.44,11/18/2025,n
22.63988,87.03398,332.03,11/18/2025,n
22.7149,87.50739,334.94,11/18/2025,n
21.61159,81.09792,331.09,11/18/2025,n
22.71766,87.50307,334.7,11/18/2025,n
21.66908,81.37252,335.17,11/18/2025,n
21.61662,81.10117,336.76,11/18/2025,n
22.76399,87.79165,335.37,11/18/2025,n
21.73392,81.66711,342.12,11/18/2025,n
22.79347,87.94541,335.96,11/18/2025,n
21.78888,81.93605,338.37,11/18/2025,n
21.71125,81.52555,333.57,11/18/2025,n
22.74313,87.51401,330.83,11/18/2025,n
22.81517,87.97669,330.5,11/18/2025,n
21.70602,81.38544,334.64,11/18/2025,n
22.81851,87.97612,330.87,11/18/2025,n
22.73159,87.32415,333.09,11/18/2025,n
22.76726,87.42532,328.98,11/18/2025,l
22.77608,87.41609,339.73,11/18/2025,n
22.90212,88.25536,330.52,11/18/2025,l
22.80286,87.5535,329.84,11/18/2025,l
22.80618,87.55293,335.6,11/18/2025,n
22.81054,87.51369,333.24,11/18/2025,n
22.91229,88.18283,329.57,11/18/2025,n
22.89401,88.05678,332.71,11/18/2025,l
22.08782,83.11765,341.2,11/18/2025,n
21.74497,81.26777,341.25,11/18/2025,n
22.90681,88.07413,331.34,11/18/2025,l
22.57383,85.89913,333.75,11/18/2025,l
22.91016,88.07356,329.75,11/18/2025,l
21.35804,79.26775,344.49,11/18/2025,n
21.81794,81.53548,330.86,11/18/2025,n
22.90296,87.95393,331.6,11/18/2025,l
22.82981,87.46036,332.57,11/18/2025,n
22.91297,87.95222,333.51,11/18/2025,n
22.85486,87.53677,330.47,11/18/2025,l
24.52198,78.07291,341.75,11/18/2025,n
25.65302,84.1414,328.24,11/18/2025,l
26.00812,86.92035,336.88,11/18/2025,n
26.67204,92.10893,337.68,11/18/2025,n
25.47304,83.74282,328.31,11/18/2025,n
26.03722,87.35384,340.51,11/18/2025,n
26.03736,87.45038,341.55,11/18/2025,n
24.79416,80.45285,341.14,11/18/2025,n
24.80964,80.98855,329.29,11/18/2025,n
24.7762,80.87914,330.88,11/18/2025,n
24.77739,80.9073,337.59,11/18/2025,n
24.74395,80.75533,335.34,11/18/2025,n
24.16516,77.95885,331.11,11/18/2025,n
25.94124,87.97969,330.54,11/18/2025,l
24.72343,80.78065,332.5,11/18/2025,n
25.91523,87.94297,334.83,11/18/2025,n
24.91389,81.86448,329.12,11/18/2025,n
25.46629,85.12943,341.34,11/18/2025,n
25.46231,85.12618,332.99,11/18/2025,n
25.44037,85.03378,331.98,11/18/2025,n
25.43874,85.03396,337.04,11/18/2025,n
25.43539,85.03462,329.41,11/18/2025,n
25.44565,85.14141,331.72,11/18/2025,n
25.43478,85.09525,333.72,11/18/2025,n
25.42054,85.04964,329.45,11/18/2025,n
24.56601,80.31338,329.69,11/18/2025,n
25.42183,85.12194,333.21,11/18/2025,n
24.71854,81.17199,332.76,11/18/2025,n
25.38521,84.95954,333.43,11/18/2025,n
24.74715,81.34489,329.48,11/18/2025,n
24.75339,81.37796,329.73,11/18/2025,n
24.59782,80.58768,334.81,11/18/2025,n
24.61256,80.68554,340.62,11/18/2025,n
25.41306,85.19596,331.9,11/18/2025,n
24.60457,80.66644,331.22,11/18/2025,n
24.6042,80.70839,331.41,11/18/2025,n
24.60013,80.70934,352.86,11/18/2025,n
25.79997,87.9173,341.58,11/18/2025,n
24.63667,80.98401,336.8,11/18/2025,n
25.3547,85.00603,329.76,11/18/2025,l
24.64309,81.03864,329.34,11/18/2025,n
25.6765,87.10635,338.88,11/18/2025,n
25.67317,87.10694,330.96,11/18/2025,n
24.64341,81.12611,328.63,11/18/2025,n
24.47737,80.3077,333.19,11/18/2025,n
25.39687,85.3949,329.86,11/18/2025,n
25.39935,85.41033,331.76,11/18/2025,n
25.39611,85.46678,346.84,11/18/2025,n
24.64275,81.12667,330.04,11/18/2025,n
24.66896,81.26682,328.62,11/18/2025,n
24.64543,81.18513,331.29,11/18/2025,n
25.66978,87.3302,332.58,11/18/2025,n
24.48686,80.37563,328.71,11/18/2025,n
24.52584,80.60003,329.78,11/18/2025,n
24.5383,80.66493,328.45,11/18/2025,l
25.37825,85.46228,331.53,11/18/2025,n
25.3807,85.47769,335.8,11/18/2025,n
25.37492,85.46292,336.97,11/18/2025,n
24.59896,81.04906,353.68,11/18/2025,n
24.49272,80.51781,340.96,11/18/2025,n
24.48606,80.52796,335.97,11/18/2025,n
24.49563,80.57722,332.38,11/18/2025,n
23.95334,77.94128,331.87,11/18/2025,n
24.52415,80.76856,341,11/18/2025,n
25.26456,84.9265,337.02,11/18/2025,n
24.53003,80.82101,331.78,11/18/2025,n
24.25045,79.52563,331.1,11/18/2025,n
26.37666,93.79542,333.5,11/18/2025,n
24.5422,81.16544,331.9,11/18/2025,n
25.32438,85.61929,330.95,11/18/2025,n
25.58458,87.33334,332.22,11/18/2025,n
25.68416,88.15828,335.29,11/18/2025,n
26.37805,93.79635,325.13,11/18/2025,n
24.43428,80.7588,329.1,11/18/2025,n
25.24037,85.36464,340.49,11/18/2025,n
24.47951,81.03928,330.98,11/18/2025,n
24.48024,81.04311,340.31,11/18/2025,n
25.23802,85.39298,339.81,11/18/2025,n
25.21298,85.2581,335.81,11/18/2025,n
24.48867,81.15301,341.43,11/18/2025,n
24.51278,81.27984,336.33,11/18/2025,n
24.42285,80.83189,339.31,11/18/2025,n
24.48469,81.15393,333.01,11/18/2025,n
25.21067,85.28655,337.25,11/18/2025,n
25.22814,85.43867,331.01,11/18/2025,n
24.4544,81.06112,329.89,11/18/2025,n
24.43344,81.01767,331.31,11/18/2025,n
24.39342,80.85514,335.94,11/18/2025,n
24.45756,81.2073,334.94,11/18/2025,n
24.45034,81.21288,335.04,11/18/2025,n
23.69808,77.60694,334.24,11/18/2025,n
24.38569,80.90224,329.92,11/18/2025,n
25.18866,85.4065,335.02,11/18/2025,n
24.44748,81.24097,328.96,11/18/2025,n
25.16725,85.35885,333.91,11/18/2025,n
25.52579,87.73161,331.16,11/18/2025,n
25.15983,85.34441,332.02,11/18/2025,n
24.44649,81.24158,330.82,11/18/2025,n
25.15845,85.40047,332.94,11/18/2025,n
25.13448,85.2934,334.04,11/18/2025,n
24.40802,81.19126,339.17,11/18/2025,n
24.40332,81.18836,340.99,11/18/2025,n
23.69788,77.71863,333.03,11/18/2025,n
25.12771,85.3586,342.27,11/18/2025,n
25.55167,88.18059,337.45,11/18/2025,n
24.33475,80.87288,335.66,11/18/2025,n
25.12251,85.34765,335.1,11/18/2025,n
25.05874,84.97404,330.05,11/18/2025,n
24.39958,81.2561,334.68,11/18/2025,n
25.10527,85.28307,330.79,11/18/2025,n
25.12055,85.39983,331.92,11/18/2025,n
24.39682,81.28512,331.28,11/18/2025,n
25.08545,85.20279,330.26,11/18/2025,n
24.38122,81.22496,333.81,11/18/2025,n
24.36312,81.1738,342.16,11/18/2025,n
24.30359,80.90895,328.59,11/18/2025,l
24.72926,83.36844,333.27,11/18/2025,n
24.24211,80.78168,338.23,11/18/2025,n
24.25401,80.86649,330.15,11/18/2025,l
25.03833,85.37186,331.27,11/18/2025,n
24.35936,81.46956,332.2,11/18/2025,n
24.4414,81.91273,331.36,11/18/2025,n
23.56073,77.56484,339.02,11/18/2025,n
24.19518,80.7378,340.85,11/18/2025,n
24.9023,84.76807,329.46,11/18/2025,n
22.21764,72.13161,342.3,11/18/2025,n
24.25631,81.23,329.94,11/18/2025,n
23.53293,77.72906,331.17,11/18/2025,n
25.031,85.67071,332.8,11/18/2025,n
25.04371,85.75108,332.11,11/18/2025,n
23.52174,77.70201,348.71,11/18/2025,n
23.50937,77.74159,330.28,11/18/2025,n
25.02772,85.80135,330.32,11/18/2025,n
24.90329,85.0974,333.6,11/18/2025,n
24.15552,80.8975,327.95,11/18/2025,n
22.21521,72.13407,337.08,11/18/2025,n
23.47815,77.58728,335.27,11/18/2025,n
23.50272,77.75185,333.63,11/18/2025,n
23.4848,77.76627,332.79,11/18/2025,n
23.46623,77.7776,332.5,11/18/2025,n
23.41992,77.58839,333.02,11/18/2025,n
22.36584,73.11153,350.02,11/18/2025,n
23.89793,80.05124,333.71,11/18/2025,n
23.86146,79.96062,341.42,11/18/2025,n
23.40421,77.72829,332.67,11/18/2025,n
23.86058,79.95934,344.51,11/18/2025,n
25.01501,86.70303,331.65,11/18/2025,n
24.02657,80.97173,331.04,11/18/2025,n
25.53621,90.58332,329.78,11/18/2025,n
23.32576,77.89997,344.85,11/18/2025,n
24.75095,85.44706,333.94,11/18/2025,n
25.03382,87.36969,336.14,11/18/2025,n
24.74025,85.47634,328.74,11/18/2025,n
23.32684,77.90005,332.92,11/18/2025,n
23.32187,77.90128,341.2,11/18/2025,n
24.72445,85.46348,332.44,11/18/2025,n
23.31196,77.90377,330.99,11/18/2025,n
23.22366,77.51597,336.56,11/18/2025,n
23.71722,79.96702,329.73,11/18/2025,n
23.71813,79.97155,337.42,11/18/2025,n
23.20303,77.56911,330.62,11/18/2025,n
23.90531,80.9943,327.99,11/18/2025,n
23.77737,80.3606,337.28,11/18/2025,n
23.7104,80.09132,334.28,11/18/2025,n
23.82697,80.67938,336,11/18/2025,n
23.27004,77.99992,346.17,11/18/2025,n
23.21666,77.80231,330.36,11/18/2025,n
23.8202,80.71105,332.78,11/18/2025,n
23.7657,80.47958,328.06,11/18/2025,n
24.16063,82.67162,335.79,11/18/2025,n
24.15858,82.66992,333.42,11/18/2025,n
23.60707,79.98587,331.52,11/18/2025,n
23.73865,80.72055,328.08,11/18/2025,n
23.08147,77.56287,367,11/18/2025,h
23.10827,77.71041,336.85,11/18/2025,n
23.72795,80.71011,332.58,11/18/2025,n
23.05543,77.49299,330.42,11/18/2025,l
23.75331,80.86212,332.14,11/18/2025,n
23.05396,77.51083,332.15,11/18/2025,n
23.04228,77.50673,353.24,11/18/2025,n
23.54846,79.89845,341.28,11/18/2025,n
23.5494,79.90308,335.87,11/18/2025,n
23.04155,77.50343,367,11/18/2025,h
23.61967,80.29642,332.04,11/18/2025,n
23.53535,79.90152,338.56,11/18/2025,n
23.02842,77.5415,333.48,11/18/2025,n
23.55462,80.04099,332.52,11/18/2025,n
22.8615,87.53561,332.8,11/18/2025,n
22.92856,87.96512,337.86,11/18/2025,n
22.87207,87.56072,335.17,11/18/2025,n
22.8687,87.53821,329.46,11/18/2025,n
22.87258,87.54138,329.19,11/18/2025,n
22.95309,88.03892,333.53,11/18/2025,n
20.72764,75.94868,337.94,11/18/2025,n
22.95866,88.03016,337.71,11/18/2025,n
22.88811,87.55408,329.63,11/18/2025,l
22.87456,87.44102,330.76,11/18/2025,n
21.89168,81.58878,331.73,11/18/2025,n
22.86943,87.38428,335.5,11/18/2025,n
21.94239,81.81728,339.68,11/18/2025,n
22.87543,87.35635,336.53,11/18/2025,n
22.86357,87.27783,345.57,11/18/2025,n
22.9753,87.99202,335.7,11/18/2025,n
22.88506,87.38123,343.91,11/18/2025,n
22.87825,87.31331,331.92,11/18/2025,n
21.89416,81.58814,333.62,11/18/2025,n
22.88888,87.36135,337.64,11/18/2025,n
21.94232,81.81696,340.93,11/18/2025,n
22.89613,87.38698,329.33,11/18/2025,n
21.87808,81.46088,330.96,11/18/2025,n
22.92745,87.57392,339.12,11/18/2025,n
21.91532,81.63209,330.36,11/18/2025,n
21.8559,81.32426,328.81,11/18/2025,n
21.89571,81.48585,332.78,11/18/2025,n
20.73029,75.94872,337.74,11/18/2025,n
21.94403,81.69408,329.74,11/18/2025,n
23.00426,87.97928,334.15,11/18/2025,n
22.93735,87.52596,333.12,11/18/2025,n
22.91083,87.30374,339.7,11/18/2025,n
23.04376,88.18008,340.16,11/18/2025,n
21.93523,81.55904,335.97,11/18/2025,n
21.93449,81.55514,346.01,11/18/2025,n
21.94116,81.54556,330.06,11/18/2025,n
23.03378,88.04063,329.9,11/18/2025,l
23.03768,88.02042,335,11/18/2025,n
23.03934,87.96158,330.45,11/18/2025,l
22.97602,87.48841,332.76,11/18/2025,n
23.09969,88.23371,335.98,11/18/2025,n
22.80083,86.09148,331.87,11/18/2025,n
23.03696,87.58189,330.27,11/18/2025,n
23.12258,88.14326,336.7,11/18/2025,n
23.13099,88.10648,331.07,11/18/2025,n
23.11989,88.00647,333.21,11/18/2025,l
23.05954,87.50464,332.22,11/18/2025,n
23.05898,87.50089,351,11/18/2025,n
23.06286,87.50406,336.09,11/18/2025,n
23.13773,87.98778,338.88,11/18/2025,n
23.14107,87.98721,332.19,11/18/2025,l
23.07052,87.46419,329.37,11/18/2025,n
23.07941,87.47805,342.39,11/18/2025,n
23.16274,87.9015,330.06,11/18/2025,n
23.17897,87.98856,338.84,11/18/2025,n
23.18231,87.988,346.78,11/18/2025,n
23.22442,88.17377,330.29,11/18/2025,n
23.21722,88.12379,330.62,11/18/2025,n
23.2145,88.05745,332.4,11/18/2025,n
23.22344,88.04807,338.94,11/18/2025,n
21.03129,76.15345,332.63,11/18/2025,n
21.0303,76.14907,335.45,11/18/2025,n
21.50437,77.90082,335.69,11/18/2025,n
21.63491,77.95248,356.16,11/18/2025,n
21.97844,79.49638,331.23,11/18/2025,n
21.71136,78.18545,338.39,11/18/2025,n
22.00984,79.53221,334.8,11/18/2025,n
21.79352,78.37666,331.34,11/18/2025,n
21.73424,78.04159,334.16,11/18/2025,n
22.06403,79.45145,329.79,11/18/2025,n
23.60979,88.26355,335.27,11/18/2025,n
21.81401,78.12936,337.06,11/18/2025,n
22.12563,79.58875,329.77,11/18/2025,l
23.57445,87.80759,337.81,11/18/2025,n
22.16562,79.62112,348.81,11/18/2025,n
22.14836,79.48612,333.59,11/18/2025,l
22.12653,79.37666,330.4,11/18/2025,l
23.585,87.78621,330.46,11/18/2025,n
22.16474,79.6236,340.21,11/18/2025,n
22.1286,79.37885,329.96,11/18/2025,l
22.19838,79.69443,334.35,11/18/2025,n
22.21907,79.77258,344.06,11/18/2025,n
22.15217,79.42248,335.82,11/18/2025,l
21.92139,78.32194,330.23,11/18/2025,n
23.57681,87.37128,335.46,11/18/2025,n
22.23065,79.71291,336.17,11/18/2025,l
23.56039,87.23883,334.54,11/18/2025,n
23.60875,87.54024,339.2,11/18/2025,n
24.41083,93.79549,332.27,11/18/2025,n
22.23582,79.59689,331.44,11/18/2025,n
22.27527,79.76988,344.97,11/18/2025,n
22.22024,79.47188,349.61,11/18/2025,n
22.21609,79.45126,335.87,11/18/2025,l
22.37553,80.1826,339.65,11/18/2025,n
22.24738,79.4871,336.19,11/18/2025,n
22.22463,79.37344,341.7,11/18/2025,n
23.42882,80.04842,333.55,11/18/2025,n
25.63545,83.70096,338.83,11/18/2025,n
24.57106,78.06664,333.52,11/18/2025,n
25.75772,84.38929,329.59,11/18/2025,l
24.49943,77.79193,331.84,11/18/2025,n
24.56929,78.06487,334.53,11/18/2025,n
25.75924,83.93664,332,11/18/2025,n
25.9296,84.94646,332.86,11/18/2025,n
25.64417,83.24426,347,11/18/2025,n
24.5988,77.84846,331.4,11/18/2025,n
25.94696,84.94707,331.89,11/18/2025,n
25.78091,83.82479,331.16,11/18/2025,n
25.79511,83.88669,329.29,11/18/2025,n
25.79855,83.88598,332.11,11/18/2025,n
25.7839,83.59241,331.46,11/18/2025,n
25.94996,84.47173,328.93,11/18/2025,n
25.87255,83.98669,342.59,11/18/2025,n
24.64439,77.48196,338.59,11/18/2025,n
25.90851,83.93354,334.89,11/18/2025,n
24.64414,77.48183,338.8,11/18/2025,n
25.89422,83.74632,333.46,11/18/2025,n
26.00562,84.29917,328.7,11/18/2025,n
24.77466,77.88801,339.99,11/18/2025,n
25.87235,83.28511,331.71,11/18/2025,n
27.26732,93.3587,332.93,11/18/2025,n
27.47027,95.42354,335.55,11/18/2025,n
27.27179,93.35738,350.68,11/18/2025,n
27.27131,93.35275,343.9,11/18/2025,n
27.47058,95.42193,330.87,11/18/2025,n
25.48276,80.88841,331.54,11/18/2025,n
25.44228,80.65983,330.57,11/18/2025,n
24.70375,77.14247,341.76,11/18/2025,n
26.25511,85.14122,328.79,11/18/2025,n
23.45626,80.16501,339.23,11/18/2025,n
23.44439,80.03525,340.1,11/18/2025,n
23.4399,80.01239,345.69,11/18/2025,n
23.49256,80.25904,338.15,11/18/2025,n
23.55339,80.59772,331.86,11/18/2025,n
23.43026,79.98734,329.09,11/18/2025,n
23.44393,80.03209,340.24,11/18/2025,n
23.44022,80.01382,341.15,11/18/2025,n
23.49454,80.25984,339.12,11/18/2025,n
23.49187,80.24659,332.73,11/18/2025,n
23.44178,79.99909,334.74,11/18/2025,n
23.44988,79.94909,336.57,11/18/2025,n
22.96904,77.66856,334.28,11/18/2025,n
23.57769,80.56567,334.1,11/18/2025,n
23.71724,81.25977,331.2,11/18/2025,n
23.46119,79.93718,342.06,11/18/2025,n
23.47934,80.00472,332.23,11/18/2025,n
22.99427,77.68633,331.31,11/18/2025,n
22.99436,77.66221,338.78,11/18/2025,n
23.0319,77.66306,336.22,11/18/2025,n
23.0312,77.65981,348.31,11/18/2025,n
23.02279,77.62067,346.84,11/18/2025,n
23.63781,80.60468,346.85,11/18/2025,n
23.5121,79.96352,337.68,11/18/2025,n
23.04529,77.70063,331.7,11/18/2025,n
23.03556,77.65527,330.16,11/18/2025,n
23.11025,77.95612,333.96,11/18/2025,n
23.05675,77.70453,336.09,11/18/2025,n
23.03185,77.5631,332.87,11/18/2025,n
23.55441,80.03985,329.01,11/18/2025,n
23.63027,80.40681,332.33,11/18/2025,n
23.53171,79.901,329.2,11/18/2025,l
20.94081,86.06099,336.58,11/18/2025,n
20.94158,86.06068,336.9,11/18/2025,n
20.96383,86.00554,335.27,11/18/2025,l
20.53647,83.47867,333.54,11/18/2025,n
20.97056,86.0043,336.96,11/18/2025,n
19.19533,76.51582,367,11/18/2025,h
19.20119,76.51445,349.32,11/18/2025,n
19.43079,77.23321,348.22,11/18/2025,n
18.53106,77.72575,338.41,11/18/2025,n
23.25616,79.88758,331,11/18/2025,n
17.18781,77.98093,344.64,11/18/2025,n
17.20542,77.98129,338.53,11/18/2025,n
18.57417,83.96651,344.36,11/18/2025,n
18.02717,80.65673,328.88,11/18/2025,n
17.349,75.98979,330.71,11/18/2025,l
18.11802,78.27767,330.25,11/18/2025,n
17.52834,75.39632,350.63,11/18/2025,n
18.14585,78.19456,331.14,11/18/2025,n
18.14509,78.1909,336.72,11/18/2025,n
18.12747,78.05137,330.64,11/18/2025,n
17.86866,76.44609,349.77,11/18/2025,n
17.59057,75.10408,343.83,11/18/2025,n
18.19278,77.76389,330.78,11/18/2025,l
17.58796,75.10212,337.52,11/18/2025,n
18.19101,77.76402,330.81,11/18/2025,l
18.31096,78.11042,330.98,11/18/2025,n
18.54854,79.17787,332.12,11/18/2025,n
18.39779,78.22878,340.14,11/18/2025,n
18.39873,78.22728,340.47,11/18/2025,n
18.36849,77.97914,336.11,11/18/2025,n
18.3992,77.90773,330.65,11/18/2025,n
18.71692,79.31985,329.66,11/18/2025,n
18.56603,78.46796,335.56,11/18/2025,n
18.6756,78.97186,329.07,11/18/2025,l
18.60631,78.45712,342.24,11/18/2025,n
18.61253,78.43393,331.73,11/18/2025,l
18.47122,77.73383,340.07,11/18/2025,n
